date,region,district,population,ME-Fea,ME-Ang,ME-Sad,GH-Death
2023-03-28,Rajasthan,Jaipur,3100,0.47,0.36,0.6,13.8
2023-03-28,Rajasthan,Jodhpur,1000,0.45,0.38,0.56,13.5
2023-03-28,Rajasthan,Kota,1000,0.46,0.36,0.57,12.5
2023-03-28,Rajasthan,Udaipur,450,0.46,0.35,0.56,14.2
2023-03-28,Tamil Nadu,Chennai,7100,0.44,0.3,0.57,13.4
2023-03-28,Tamil Nadu,Coimbatore,1600,0.44,0.31,0.57,12.8
2023-03-28,Tamil Nadu,Madurai,1500,0.46,0.28,0.53,12.6
2023-03-28,Tamil Nadu,Salem,900,0.45,0.29,0.58,12.0
2023-03-28,Uttar Pradesh,Agra,1600,0.49,0.35,0.62,16.7
2023-03-28,Uttar Pradesh,Kanpur,2700,0.53,0.36,0.7,17.2
2023-03-28,Uttar Pradesh,Lucknow,2800,0.5,0.43,0.66,16.3
2023-03-28,Uttar Pradesh,Varanasi,1200,0.5,0.42,0.63,16.9
2023-03-28,West Bengal,Asansol,550,0.48,0.34,0.62,14.8
2023-03-28,West Bengal,Durgapur,600,0.46,0.32,0.64,15.2
2023-03-28,West Bengal,Howrah,1100,0.49,0.33,0.6,14.9
2023-03-28,West Bengal,Kolkata,4500,0.51,0.39,0.62,14.7
2023-03-29,Delhi,Central Delhi,1800,0.56,0.39,0.71,18.6
2023-03-29,Delhi,East Delhi,1700,0.56,0.38,0.78,18.6
2023-03-29,Delhi,North Delhi,3600,0.62,0.41,0.75,18.2
2023-03-29,Delhi,South Delhi,2700,0.57,0.39,0.75,18.3
2023-03-29,Gujarat,Ahmedabad,5600,0.39,0.26,0.51,12.2
2023-03-29,Gujarat,Rajkot,1300,0.39,0.27,0.52,12.6
2023-03-29,Gujarat,Surat,4500,0.39,0.27,0.54,11.8
2023-03-29,Gujarat,Vadodara,1700,0.43,0.29,0.52,12.4
2023-03-29,Karnataka,Bangalore,8400,0.47,0.3,0.61,14.2
2023-03-29,Karnataka,Hubli,950,0.48,0.32,0.57,14.3
2023-03-29,Karnataka,Mangalore,500,0.46,0.28,0.6,14.7
2023-03-29,Karnataka,Mysore,900,0.46,0.33,0.62,14.7
2023-03-29,Maharashtra,Mumbai,12500,0.54,0.34,0.67,16.4
2023-03-29,Maharashtra,Nagpur,2400,0.55,0.35,0.68,17.7
2023-03-29,Maharashtra,Pune,3100,0.52,0.38,0.67,17.4
2023-03-29,Maharashtra,Thane,1850,0.46,0.32,0.68,16.8
2023-03-29,Rajasthan,Jaipur,3100,0.44,0.37,0.59,14.0
2023-03-29,Rajasthan,Jodhpur,1000,0.44,0.37,0.59,13.4
2023-03-29,Rajasthan,Kota,1000,0.44,0.36,0.59,14.5
2023-03-29,Rajasthan,Udaipur,450,0.46,0.33,0.61,13.7
2023-03-29,Tamil Nadu,Chennai,7100,0.44,0.27,0.59,12.8
2023-03-29,Tamil Nadu,Coimbatore,1600,0.44,0.32,0.59,11.9
2023-03-29,Tamil Nadu,Madurai,1500,0.43,0.29,0.56,12.4
2023-03-29,Tamil Nadu,Salem,900,0.43,0.28,0.55,12.3
2023-03-29,Uttar Pradesh,Agra,1600,0.51,0.36,0.64,16.2
2023-03-29,Uttar Pradesh,Kanpur,2700,0.45,0.41,0.67,16.1
2023-03-29,Uttar Pradesh,Lucknow,2800,0.48,0.33,0.66,15.9
2023-03-29,Uttar Pradesh,Varanasi,1200,0.47,0.38,0.7,16.7
2023-03-29,West Bengal,Asansol,550,0.44,0.34,0.6,14.7
2023-03-29,West Bengal,Durgapur,600,0.47,0.36,0.62,14.1
2023-03-29,West Bengal,Howrah,1100,0.5,0.35,0.62,15.8
2023-03-29,West Bengal,Kolkata,4500,0.47,0.31,0.63,15.2
2023-03-30,Delhi,Central Delhi,1800,0.57,0.42,0.73,17.4
2023-03-30,Delhi,East Delhi,1700,0.53,0.43,0.73,19.2
2023-03-30,Delhi,North Delhi,3600,0.59,0.43,0.73,19.5
2023-03-30,Delhi,South Delhi,2700,0.58,0.38,0.7,18.7
2023-03-30,Gujarat,Ahmedabad,5600,0.38,0.27,0.55,12.1
2023-03-30,Gujarat,Rajkot,1300,0.42,0.27,0.52,12.1
2023-03-30,Gujarat,Surat,4500,0.41,0.28,0.51,12.7
2023-03-30,Gujarat,Vadodara,1700,0.4,0.27,0.53,12.0
2023-03-30,Karnataka,Bangalore,8400,0.46,0.31,0.59,13.5
2023-03-30,Karnataka,Hubli,950,0.46,0.35,0.54,14.4
2023-03-30,Karnataka,Mangalore,500,0.47,0.3,0.58,13.4
2023-03-30,Karnataka,Mysore,900,0.47,0.32,0.63,14.4
2023-03-30,Maharashtra,Mumbai,12500,0.5,0.35,0.71,16.6
2023-03-30,Maharashtra,Nagpur,2400,0.52,0.35,0.67,16.1
2023-03-30,Maharashtra,Pune,3100,0.51,0.33,0.71,17.4
2023-03-30,Maharashtra,Thane,1850,0.5,0.39,0.72,16.3
2023-03-30,Rajasthan,Jaipur,3100,0.47,0.33,0.57,14.1
2023-03-30,Rajasthan,Jodhpur,1000,0.46,0.31,0.6,13.7
2023-03-30,Rajasthan,Kota,1000,0.49,0.37,0.57,14.7
2023-03-30,Rajasthan,Udaipur,450,0.46,0.31,0.62,13.2
2023-03-30,Tamil Nadu,Chennai,7100,0.41,0.3,0.58,12.5
2023-03-30,Tamil Nadu,Coimbatore,1600,0.43,0.29,0.57,12.8
2023-03-30,Tamil Nadu,Madurai,1500,0.43,0.32,0.53,13.2
2023-03-30,Tamil Nadu,Salem,900,0.45,0.33,0.55,12.0
2023-03-30,Uttar Pradesh,Agra,1600,0.52,0.38,0.62,16.6
2023-03-30,Uttar Pradesh,Kanpur,2700,0.49,0.43,0.69,15.6
2023-03-30,Uttar Pradesh,Lucknow,2800,0.48,0.37,0.66,16.1
2023-03-30,Uttar Pradesh,Varanasi,1200,0.47,0.37,0.67,17.0
2023-03-30,West Bengal,Asansol,550,0.45,0.34,0.67,16.0
2023-03-30,West Bengal,Durgapur,600,0.44,0.34,0.62,15.0
2023-03-30,West Bengal,Howrah,1100,0.52,0.35,0.58,15.5
2023-03-30,West Bengal,Kolkata,4500,0.45,0.36,0.62,15.1
2023-03-31,Delhi,Central Delhi,1800,0.64,0.42,0.74,18.1
2023-03-31,Delhi,East Delhi,1700,0.62,0.44,0.73,18.5
2023-03-31,Delhi,North Delhi,3600,0.55,0.41,0.74,18.9
2023-03-31,Delhi,South Delhi,2700,0.59,0.41,0.73,19.2
2023-03-31,Gujarat,Ahmedabad,5600,0.4,0.28,0.55,12.8
2023-03-31,Gujarat,Rajkot,1300,0.41,0.3,0.57,12.4
2023-03-31,Gujarat,Surat,4500,0.42,0.29,0.55,12.2
2023-03-31,Gujarat,Vadodara,1700,0.4,0.26,0.5,11.7
2023-03-31,Karnataka,Bangalore,8400,0.44,0.31,0.57,13.8
2023-03-31,Karnataka,Hubli,950,0.45,0.32,0.59,14.1
2023-03-31,Karnataka,Mangalore,500,0.46,0.31,0.6,14.3
2023-03-31,Karnataka,Mysore,900,0.46,0.29,0.59,14.5
2023-03-31,Maharashtra,Mumbai,12500,0.51,0.34,0.68,16.6
2023-03-31,Maharashtra,Nagpur,2400,0.55,0.33,0.68,17.0
2023-03-31,Maharashtra,Pune,3100,0.5,0.35,0.69,17.1
2023-03-31,Maharashtra,Thane,1850,0.56,0.35,0.67,16.5
2023-03-31,Rajasthan,Jaipur,3100,0.47,0.37,0.6,13.0
2023-03-31,Rajasthan,Jodhpur,1000,0.42,0.37,0.57,13.4
2023-03-31,Rajasthan,Kota,1000,0.44,0.35,0.6,13.9
2023-03-31,Rajasthan,Udaipur,450,0.47,0.35,0.58,13.6
2023-03-31,Tamil Nadu,Chennai,7100,0.43,0.28,0.56,12.3
2023-03-31,Tamil Nadu,Coimbatore,1600,0.45,0.3,0.51,12.3
2023-03-31,Tamil Nadu,Madurai,1500,0.42,0.26,0.55,12.2
2023-03-31,Tamil Nadu,Salem,900,0.44,0.28,0.57,12.6
2023-03-31,Uttar Pradesh,Agra,1600,0.47,0.38,0.67,15.5
2023-03-31,Uttar Pradesh,Kanpur,2700,0.48,0.42,0.67,16.1
2023-03-31,Uttar Pradesh,Lucknow,2800,0.51,0.38,0.64,17.4
2023-03-31,Uttar Pradesh,Varanasi,1200,0.51,0.36,0.64,16.6
2023-03-31,West Bengal,Asansol,550,0.45,0.34,0.63,15.5
2023-03-31,West Bengal,Durgapur,600,0.49,0.32,0.62,14.4
2023-03-31,West Bengal,Howrah,1100,0.49,0.35,0.65,15.1
2023-03-31,West Bengal,Kolkata,4500,0.5,0.33,0.59,15.2
2023-04-01,Delhi,Central Delhi,1800,0.55,0.4,0.69,18.7
2023-04-01,Delhi,East Delhi,1700,0.55,0.43,0.77,18.7
2023-04-01,Delhi,North Delhi,3600,0.57,0.38,0.73,18.4
2023-04-01,Delhi,South Delhi,2700,0.59,0.42,0.74,19.5
2023-04-01,Gujarat,Ahmedabad,5600,0.42,0.3,0.51,12.9
2023-04-01,Gujarat,Rajkot,1300,0.4,0.29,0.52,12.5
2023-04-01,Gujarat,Surat,4500,0.42,0.26,0.53,12.4
2023-04-01,Gujarat,Vadodara,1700,0.39,0.29,0.56,12.2
2023-04-01,Karnataka,Bangalore,8400,0.46,0.3,0.58,15.5
2023-04-01,Karnataka,Hubli,950,0.49,0.31,0.56,15.0
2023-04-01,Karnataka,Mangalore,500,0.42,0.32,0.62,14.1
2023-04-01,Karnataka,Mysore,900,0.47,0.35,0.59,14.5
2023-04-01,Maharashtra,Mumbai,12500,0.49,0.36,0.66,17.6
2023-04-01,Maharashtra,Nagpur,2400,0.5,0.37,0.67,17.8
2023-04-01,Maharashtra,Pune,3100,0.54,0.35,0.71,17.9
2023-04-01,Maharashtra,Thane,1850,0.5,0.32,0.66,17.1
2023-04-01,Rajasthan,Jaipur,3100,0.45,0.37,0.56,14.4
2023-04-01,Rajasthan,Jodhpur,1000,0.46,0.34,0.56,13.6
2023-04-01,Rajasthan,Kota,1000,0.47,0.32,0.56,13.5
2023-04-01,Rajasthan,Udaipur,450,0.5,0.35,0.59,13.7
2023-04-01,Tamil Nadu,Chennai,7100,0.44,0.28,0.53,13.6
2023-04-01,Tamil Nadu,Coimbatore,1600,0.43,0.31,0.58,13.7
2023-04-01,Tamil Nadu,Madurai,1500,0.44,0.31,0.59,12.7
2023-04-01,Tamil Nadu,Salem,900,0.43,0.3,0.55,12.8
2023-04-01,Uttar Pradesh,Agra,1600,0.48,0.37,0.63,16.5
2023-04-01,Uttar Pradesh,Kanpur,2700,0.51,0.43,0.65,17.0
2023-04-01,Uttar Pradesh,Lucknow,2800,0.47,0.38,0.68,17.1
2023-04-01,Uttar Pradesh,Varanasi,1200,0.5,0.38,0.63,16.0
2023-04-01,West Bengal,Asansol,550,0.5,0.32,0.61,15.9
2023-04-01,West Bengal,Durgapur,600,0.46,0.32,0.62,15.2
2023-04-01,West Bengal,Howrah,1100,0.45,0.31,0.62,16.0
2023-04-01,West Bengal,Kolkata,4500,0.49,0.3,0.61,14.5
2023-04-02,Delhi,Central Delhi,1800,0.59,0.39,0.7,18.4
2023-04-02,Delhi,East Delhi,1700,0.59,0.41,0.72,19.6
2023-04-02,Delhi,North Delhi,3600,0.6,0.41,0.75,19.5
2023-04-02,Delhi,South Delhi,2700,0.63,0.37,0.73,19.1
2023-04-02,Gujarat,Ahmedabad,5600,0.41,0.29,0.51,12.6
2023-04-02,Gujarat,Rajkot,1300,0.41,0.27,0.53,13.1
2023-04-02,Gujarat,Surat,4500,0.42,0.32,0.55,12.5
2023-04-02,Gujarat,Vadodara,1700,0.38,0.25,0.52,12.9
2023-04-02,Karnataka,Bangalore,8400,0.47,0.31,0.57,14.5
2023-04-02,Karnataka,Hubli,950,0.5,0.33,0.59,14.2
2023-04-02,Karnataka,Mangalore,500,0.43,0.34,0.62,14.1
2023-04-02,Karnataka,Mysore,900,0.45,0.31,0.56,15.1
2023-04-02,Maharashtra,Mumbai,12500,0.53,0.34,0.63,17.5
2023-04-02,Maharashtra,Nagpur,2400,0.52,0.33,0.65,18.0
2023-04-02,Maharashtra,Pune,3100,0.57,0.37,0.64,16.3
2023-04-02,Maharashtra,Thane,1850,0.54,0.36,0.68,17.8
2023-04-02,Rajasthan,Jaipur,3100,0.44,0.37,0.58,13.5
2023-04-02,Rajasthan,Jodhpur,1000,0.44,0.34,0.59,13.7
2023-04-02,Rajasthan,Kota,1000,0.46,0.31,0.59,14.0
2023-04-02,Rajasthan,Udaipur,450,0.46,0.32,0.6,13.9
2023-04-02,Tamil Nadu,Chennai,7100,0.43,0.33,0.57,13.7
2023-04-02,Tamil Nadu,Coimbatore,1600,0.46,0.29,0.56,12.0
2023-04-02,Tamil Nadu,Madurai,1500,0.41,0.32,0.58,13.5
2023-04-02,Tamil Nadu,Salem,900,0.41,0.3,0.55,12.6
2023-04-02,Uttar Pradesh,Agra,1600,0.48,0.39,0.65,16.3
2023-04-02,Uttar Pradesh,Kanpur,2700,0.48,0.43,0.67,17.0
2023-04-02,Uttar Pradesh,Lucknow,2800,0.52,0.4,0.67,17.0
2023-04-02,Uttar Pradesh,Varanasi,1200,0.51,0.4,0.66,16.5
2023-04-02,West Bengal,Asansol,550,0.47,0.33,0.58,15.4
2023-04-02,West Bengal,Durgapur,600,0.49,0.35,0.6,15.7
2023-04-02,West Bengal,Howrah,1100,0.49,0.37,0.61,14.5
2023-04-02,West Bengal,Kolkata,4500,0.49,0.34,0.64,14.8
2023-04-03,Delhi,Central Delhi,1800,0.56,0.41,0.75,19.4
2023-04-03,Delhi,East Delhi,1700,0.59,0.42,0.74,18.9
2023-04-03,Delhi,North Delhi,3600,0.62,0.41,0.75,18.4
2023-04-03,Delhi,South Delhi,2700,0.59,0.4,0.74,18.5
2023-04-03,Gujarat,Ahmedabad,5600,0.36,0.24,0.53,12.0
2023-04-03,Gujarat,Rajkot,1300,0.41,0.31,0.51,12.3
2023-04-03,Gujarat,Surat,4500,0.4,0.28,0.51,12.9
2023-04-03,Gujarat,Vadodara,1700,0.39,0.29,0.53,12.6
2023-04-03,Karnataka,Bangalore,8400,0.46,0.35,0.58,14.1
2023-04-03,Karnataka,Hubli,950,0.48,0.32,0.62,15.4
2023-04-03,Karnataka,Mangalore,500,0.42,0.3,0.62,15.3
2023-04-03,Karnataka,Mysore,900,0.43,0.29,0.57,14.6
2023-04-03,Maharashtra,Mumbai,12500,0.53,0.36,0.68,17.2
2023-04-03,Maharashtra,Nagpur,2400,0.52,0.35,0.65,18.0
2023-04-03,Maharashtra,Pune,3100,0.51,0.34,0.66,17.9
2023-04-03,Maharashtra,Thane,1850,0.54,0.34,0.67,18.1
2023-04-03,Rajasthan,Jaipur,3100,0.46,0.35,0.58,13.6
2023-04-03,Rajasthan,Jodhpur,1000,0.45,0.36,0.61,13.4
2023-04-03,Rajasthan,Kota,1000,0.44,0.33,0.61,13.8
2023-04-03,Rajasthan,Udaipur,450,0.45,0.4,0.58,13.4
2023-04-03,Tamil Nadu,Chennai,7100,0.43,0.29,0.53,12.6
2023-04-03,Tamil Nadu,Coimbatore,1600,0.42,0.29,0.51,12.2
2023-04-03,Tamil Nadu,Madurai,1500,0.44,0.3,0.56,12.8
2023-04-03,Tamil Nadu,Salem,900,0.44,0.28,0.57,12.9
2023-04-03,Uttar Pradesh,Agra,1600,0.53,0.35,0.68,16.7
2023-04-03,Uttar Pradesh,Kanpur,2700,0.53,0.37,0.65,16.7
2023-04-03,Uttar Pradesh,Lucknow,2800,0.5,0.36,0.65,16.0
2023-04-03,Uttar Pradesh,Varanasi,1200,0.47,0.4,0.71,17.3
2023-04-03,West Bengal,Asansol,550,0.52,0.38,0.61,14.9
2023-04-03,West Bengal,Durgapur,600,0.48,0.35,0.63,14.4
2023-04-03,West Bengal,Howrah,1100,0.49,0.35,0.62,14.2
2023-04-03,West Bengal,Kolkata,4500,0.46,0.34,0.64,15.4
2023-04-04,Delhi,Central Delhi,1800,0.58,0.42,0.72,19.0
2023-04-04,Delhi,East Delhi,1700,0.58,0.4,0.76,19.7
2023-04-04,Delhi,North Delhi,3600,0.63,0.41,0.73,19.5
2023-04-04,Delhi,South Delhi,2700,0.58,0.39,0.75,17.5
2023-04-04,Gujarat,Ahmedabad,5600,0.43,0.25,0.51,12.2
2023-04-04,Gujarat,Rajkot,1300,0.4,0.26,0.56,12.1
2023-04-04,Gujarat,Surat,4500,0.4,0.27,0.53,12.9
2023-04-04,Gujarat,Vadodara,1700,0.4,0.29,0.51,12.6
2023-04-04,Karnataka,Bangalore,8400,0.44,0.28,0.56,15.2
2023-04-04,Karnataka,Hubli,950,0.47,0.32,0.6,15.1
2023-04-04,Karnataka,Mangalore,500,0.47,0.29,0.6,14.1
2023-04-04,Karnataka,Mysore,900,0.45,0.29,0.61,13.2
2023-04-04,Maharashtra,Mumbai,12500,0.54,0.34,0.64,17.6
2023-04-04,Maharashtra,Nagpur,2400,0.52,0.35,0.65,16.8
2023-04-04,Maharashtra,Pune,3100,0.53,0.38,0.67,18.7
2023-04-04,Maharashtra,Thane,1850,0.54,0.33,0.67,17.7
2023-04-04,Rajasthan,Jaipur,3100,0.45,0.35,0.59,14.3
2023-04-04,Rajasthan,Jodhpur,1000,0.49,0.37,0.58,14.8
2023-04-04,Rajasthan,Kota,1000,0.46,0.36,0.58,13.8
2023-04-04,Rajasthan,Udaipur,450,0.47,0.34,0.54,13.7
2023-04-04,Tamil Nadu,Chennai,7100,0.43,0.31,0.53,13.5
2023-04-04,Tamil Nadu,Coimbatore,1600,0.43,0.3,0.56,12.7
2023-04-04,Tamil Nadu,Madurai,1500,0.48,0.31,0.53,13.7
2023-04-04,Tamil Nadu,Salem,900,0.44,0.3,0.56,13.1
2023-04-04,Uttar Pradesh,Agra,1600,0.51,0.37,0.64,17.2
2023-04-04,Uttar Pradesh,Kanpur,2700,0.55,0.42,0.63,17.1
2023-04-04,Uttar Pradesh,Lucknow,2800,0.49,0.41,0.67,16.6
2023-04-04,Uttar Pradesh,Varanasi,1200,0.52,0.39,0.61,16.3
2023-04-04,West Bengal,Asansol,550,0.48,0.31,0.64,14.6
2023-04-04,West Bengal,Durgapur,600,0.47,0.33,0.58,15.3
2023-04-04,West Bengal,Howrah,1100,0.51,0.32,0.61,15.3
2023-04-04,West Bengal,Kolkata,4500,0.45,0.35,0.63,14.8
2023-04-05,Delhi,Central Delhi,1800,0.58,0.43,0.71,19.4
2023-04-05,Delhi,East Delhi,1700,0.6,0.42,0.7,18.5
2023-04-05,Delhi,North Delhi,3600,0.55,0.42,0.74,19.7
2023-04-05,Delhi,South Delhi,2700,0.58,0.4,0.73,19.8
2023-04-05,Gujarat,Ahmedabad,5600,0.42,0.29,0.52,12.6
2023-04-05,Gujarat,Rajkot,1300,0.39,0.28,0.52,12.5
2023-04-05,Gujarat,Surat,4500,0.41,0.28,0.52,12.3
2023-04-05,Gujarat,Vadodara,1700,0.41,0.28,0.55,11.9
2023-04-05,Karnataka,Bangalore,8400,0.46,0.35,0.59,14.2
2023-04-05,Karnataka,Hubli,950,0.46,0.33,0.58,13.8
2023-04-05,Karnataka,Mangalore,500,0.43,0.33,0.61,14.9
2023-04-05,Karnataka,Mysore,900,0.44,0.34,0.58,14.5
2023-04-05,Maharashtra,Mumbai,12500,0.54,0.34,0.7,17.1
2023-04-05,Maharashtra,Nagpur,2400,0.54,0.33,0.69,18.3
2023-04-05,Maharashtra,Pune,3100,0.54,0.36,0.66,17.2
2023-04-05,Maharashtra,Thane,1850,0.53,0.35,0.69,16.5
2023-04-05,Rajasthan,Jaipur,3100,0.47,0.33,0.62,14.5
2023-04-05,Rajasthan,Jodhpur,1000,0.44,0.38,0.58,13.7
2023-04-05,Rajasthan,Kota,1000,0.46,0.35,0.62,14.5
2023-04-05,Rajasthan,Udaipur,450,0.47,0.33,0.59,14.4
2023-04-05,Tamil Nadu,Chennai,7100,0.42,0.3,0.53,13.5
2023-04-05,Tamil Nadu,Coimbatore,1600,0.45,0.28,0.56,13.6
2023-04-05,Tamil Nadu,Madurai,1500,0.42,0.3,0.57,12.9
2023-04-05,Tamil Nadu,Salem,900,0.42,0.3,0.54,13.6
2023-04-05,Uttar Pradesh,Agra,1600,0.51,0.38,0.61,16.2
2023-04-05,Uttar Pradesh,Kanpur,2700,0.5,0.41,0.67,16.6
2023-04-05,Uttar Pradesh,Lucknow,2800,0.52,0.4,0.63,16.4
2023-04-05,Uttar Pradesh,Varanasi,1200,0.49,0.34,0.64,16.9
2023-04-05,West Bengal,Asansol,550,0.5,0.34,0.61,15.0
2023-04-05,West Bengal,Durgapur,600,0.48,0.3,0.62,15.2
2023-04-05,West Bengal,Howrah,1100,0.47,0.31,0.61,14.7
2023-04-05,West Bengal,Kolkata,4500,0.52,0.31,0.63,14.6
2023-04-06,Delhi,Central Delhi,1800,0.59,0.42,0.77,18.5
2023-04-06,Delhi,East Delhi,1700,0.61,0.42,0.75,18.8
2023-04-06,Delhi,North Delhi,3600,0.61,0.42,0.7,17.7
2023-04-06,Delhi,South Delhi,2700,0.56,0.41,0.75,17.8
2023-04-06,Gujarat,Ahmedabad,5600,0.42,0.29,0.53,11.8
2023-04-06,Gujarat,Rajkot,1300,0.42,0.27,0.54,12.4
2023-04-06,Gujarat,Surat,4500,0.38,0.28,0.52,12.7
2023-04-06,Gujarat,Vadodara,1700,0.42,0.28,0.53,12.4
2023-04-06,Karnataka,Bangalore,8400,0.46,0.33,0.6,15.3
2023-04-06,Karnataka,Hubli,950,0.46,0.32,0.58,14.2
2023-04-06,Karnataka,Mangalore,500,0.46,0.33,0.57,15.7
2023-04-06,Karnataka,Mysore,900,0.48,0.29,0.6,14.5
2023-04-06,Maharashtra,Mumbai,12500,0.5,0.34,0.68,17.7
2023-04-06,Maharashtra,Nagpur,2400,0.53,0.34,0.72,17.6
2023-04-06,Maharashtra,Pune,3100,0.55,0.33,0.68,17.6
2023-04-06,Maharashtra,Thane,1850,0.52,0.34,0.67,17.3
2023-04-06,Rajasthan,Jaipur,3100,0.44,0.35,0.6,13.8
2023-04-06,Rajasthan,Jodhpur,1000,0.46,0.33,0.61,13.9
2023-04-06,Rajasthan,Kota,1000,0.44,0.36,0.61,13.8
2023-04-06,Rajasthan,Udaipur,450,0.44,0.36,0.59,12.3
2023-04-06,Tamil Nadu,Chennai,7100,0.45,0.32,0.57,13.0
2023-04-06,Tamil Nadu,Coimbatore,1600,0.43,0.3,0.54,13.8
2023-04-06,Tamil Nadu,Madurai,1500,0.45,0.31,0.54,13.2
2023-04-06,Tamil Nadu,Salem,900,0.45,0.33,0.56,12.7
2023-04-06,Uttar Pradesh,Agra,1600,0.48,0.41,0.66,17.0
2023-04-06,Uttar Pradesh,Kanpur,2700,0.43,0.4,0.62,14.8
2023-04-06,Uttar Pradesh,Lucknow,2800,0.49,0.41,0.68,16.1
2023-04-06,Uttar Pradesh,Varanasi,1200,0.51,0.44,0.62,15.9
2023-04-06,West Bengal,Asansol,550,0.48,0.34,0.62,15.0
2023-04-06,West Bengal,Durgapur,600,0.5,0.34,0.65,15.3
2023-04-06,West Bengal,Howrah,1100,0.5,0.32,0.62,14.6
2023-04-06,West Bengal,Kolkata,4500,0.54,0.33,0.62,16.1
2023-04-07,Delhi,Central Delhi,1800,0.58,0.4,0.77,18.7
2023-04-07,Delhi,East Delhi,1700,0.62,0.44,0.73,20.0
2023-04-07,Delhi,North Delhi,3600,0.53,0.4,0.72,18.8
2023-04-07,Delhi,South Delhi,2700,0.57,0.41,0.78,18.1
2023-04-07,Gujarat,Ahmedabad,5600,0.45,0.29,0.55,13.2
2023-04-07,Gujarat,Rajkot,1300,0.4,0.29,0.52,13.5
2023-04-07,Gujarat,Surat,4500,0.39,0.31,0.56,13.2
2023-04-07,Gujarat,Vadodara,1700,0.43,0.3,0.53,12.2
2023-04-07,Karnataka,Bangalore,8400,0.43,0.3,0.61,14.3
2023-04-07,Karnataka,Hubli,950,0.44,0.33,0.61,14.4
2023-04-07,Karnataka,Mangalore,500,0.47,0.31,0.62,14.6
2023-04-07,Karnataka,Mysore,900,0.48,0.32,0.6,15.0
2023-04-07,Maharashtra,Mumbai,12500,0.54,0.33,0.62,17.9
2023-04-07,Maharashtra,Nagpur,2400,0.49,0.36,0.69,17.4
2023-04-07,Maharashtra,Pune,3100,0.49,0.34,0.66,16.7
2023-04-07,Maharashtra,Thane,1850,0.53,0.35,0.65,17.0
2023-04-07,Rajasthan,Jaipur,3100,0.47,0.32,0.6,13.7
2023-04-07,Rajasthan,Jodhpur,1000,0.47,0.36,0.58,14.2
2023-04-07,Rajasthan,Kota,1000,0.44,0.32,0.61,14.3
2023-04-07,Rajasthan,Udaipur,450,0.45,0.37,0.61,14.2
2023-04-07,Tamil Nadu,Chennai,7100,0.43,0.31,0.53,13.3
2023-04-07,Tamil Nadu,Coimbatore,1600,0.43,0.33,0.56,12.5
2023-04-07,Tamil Nadu,Madurai,1500,0.44,0.31,0.56,13.2
2023-04-07,Tamil Nadu,Salem,900,0.47,0.31,0.52,12.9
2023-04-07,Uttar Pradesh,Agra,1600,0.51,0.39,0.67,17.0
2023-04-07,Uttar Pradesh,Kanpur,2700,0.51,0.39,0.62,17.7
2023-04-07,Uttar Pradesh,Lucknow,2800,0.49,0.39,0.65,16.0
2023-04-07,Uttar Pradesh,Varanasi,1200,0.48,0.4,0.65,16.2
2023-04-07,West Bengal,Asansol,550,0.52,0.32,0.65,15.2
2023-04-07,West Bengal,Durgapur,600,0.48,0.35,0.65,15.4
2023-04-07,West Bengal,Howrah,1100,0.48,0.32,0.6,15.2
2023-04-07,West Bengal,Kolkata,4500,0.48,0.31,0.66,14.8
2023-04-08,Delhi,Central Delhi,1800,0.56,0.38,0.74,18.0
2023-04-08,Delhi,East Delhi,1700,0.59,0.43,0.74,18.7
2023-04-08,Delhi,North Delhi,3600,0.61,0.39,0.75,17.8
2023-04-08,Delhi,South Delhi,2700,0.57,0.39,0.75,19.0
2023-04-08,Gujarat,Ahmedabad,5600,0.41,0.26,0.49,12.1
2023-04-08,Gujarat,Rajkot,1300,0.39,0.25,0.49,12.2
2023-04-08,Gujarat,Surat,4500,0.39,0.26,0.52,12.8
2023-04-08,Gujarat,Vadodara,1700,0.42,0.29,0.53,12.2
2023-04-08,Karnataka,Bangalore,8400,0.49,0.29,0.6,15.1
2023-04-08,Karnataka,Hubli,950,0.43,0.33,0.57,14.4
2023-04-08,Karnataka,Mangalore,500,0.47,0.36,0.58,14.5
2023-04-08,Karnataka,Mysore,900,0.44,0.32,0.6,15.2
2023-04-08,Maharashtra,Mumbai,12500,0.54,0.36,0.69,17.7
2023-04-08,Maharashtra,Nagpur,2400,0.51,0.33,0.71,17.7
2023-04-08,Maharashtra,Pune,3100,0.56,0.42,0.66,17.8
2023-04-08,Maharashtra,Thane,1850,0.5,0.34,0.68,16.9
2023-04-08,Rajasthan,Jaipur,3100,0.47,0.41,0.59,13.3
2023-04-08,Rajasthan,Jodhpur,1000,0.49,0.37,0.58,14.2
2023-04-08,Rajasthan,Kota,1000,0.47,0.36,0.62,13.2
2023-04-08,Rajasthan,Udaipur,450,0.45,0.34,0.6,14.1
2023-04-08,Tamil Nadu,Chennai,7100,0.4,0.27,0.6,13.3
2023-04-08,Tamil Nadu,Coimbatore,1600,0.43,0.33,0.55,12.9
2023-04-08,Tamil Nadu,Madurai,1500,0.43,0.27,0.55,13.1
2023-04-08,Tamil Nadu,Salem,900,0.44,0.33,0.59,13.2
2023-04-08,Uttar Pradesh,Agra,1600,0.52,0.42,0.59,16.2
2023-04-08,Uttar Pradesh,Kanpur,2700,0.47,0.37,0.65,16.4
2023-04-08,Uttar Pradesh,Lucknow,2800,0.52,0.37,0.56,16.4
